# Klettern, Messung an einer lebenden Figur
# Mess-Mod 6.40.1
# Build 42.20
# je Fall Fitness, Strength, Nimble einzeln 0-10, die anderen auf 0
# sicherheit = getClimbingFailChanceFloat(), seil = getClimbRopeSpeed(false/true), tragen = getMaxWeight()
# nicht lesbar: keine

[abweichungen] fall|achse=stufe|groesse|ohne Trait->mit Trait
klettern|clumsy+overweight|0|7|0|0.0000|0.0900|0.1050|14.0000
klettern|clumsy+overweight|0|8|0|0.0000|0.1050|0.1150|14.0000
klettern|clumsy+overweight|0|9|0|1.0000|0.1150|0.1250|14.0000
klettern|clumsy+overweight|0|10|0|1.0000|0.1250|0.1400|14.0000
klettern|clumsy+overweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|1|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|2|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|3|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|4|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|5|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|6|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|7|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|8|0.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|9|1.0000|0.0200|0.0200|14.0000
klettern|clumsy+overweight|0|0|10|1.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|weak|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|weak|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|weak|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|weak|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|weak|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|weak|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|weak|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|weak|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|weak|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|weak|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|weak|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|weak|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|weak|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|weak|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|weak|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|weak|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|weak|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|weak|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|weak|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|weak|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|weak|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|weak|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|weak|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|feeble|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|feeble|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|feeble|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|feeble|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|feeble|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|feeble|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|feeble|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|feeble|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|feeble|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|feeble|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|feeble|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|feeble|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|feeble|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|feeble|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|feeble|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|feeble|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|feeble|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|feeble|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|feeble|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|feeble|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|feeble|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|feeble|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|feeble|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|stout|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|stout|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|stout|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|stout|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|stout|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|stout|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|stout|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|stout|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|stout|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|stout|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|stout|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|stout|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|stout|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|stout|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|stout|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|stout|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|stout|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|stout|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|stout|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|stout|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|stout|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|stout|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|stout|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|strong|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|strong|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|strong|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|strong|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|strong|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|strong|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|strong|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|strong|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|strong|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|strong|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|strong|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|strong|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|strong|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|strong|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|strong|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|strong|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|strong|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|strong|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|strong|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|strong|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|strong|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|strong|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|strong|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|athletic|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|athletic|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|athletic|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|athletic|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|athletic|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|athletic|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|athletic|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|athletic|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|athletic|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|athletic|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|athletic|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|athletic|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|athletic|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|athletic|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|athletic|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|athletic|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|athletic|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|athletic|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|athletic|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|athletic|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|athletic|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|athletic|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|athletic|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|fit|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|fit|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|fit|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|fit|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|fit|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|fit|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|fit|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|fit|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|fit|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|fit|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|fit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|fit|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|fit|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|fit|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|fit|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|fit|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|fit|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|fit|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|fit|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|fit|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|fit|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|fit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|fit|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|outofshape|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|outofshape|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|outofshape|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|outofshape|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|outofshape|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|outofshape|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|outofshape|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|outofshape|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|outofshape|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|outofshape|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|outofshape|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|outofshape|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|outofshape|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|outofshape|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|outofshape|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|outofshape|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|outofshape|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|outofshape|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|outofshape|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|outofshape|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|outofshape|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|outofshape|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|unfit|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|unfit|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|unfit|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|unfit|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|unfit|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|unfit|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|unfit|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|unfit|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|unfit|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|unfit|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|unfit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|unfit|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|unfit|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|unfit|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|unfit|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|unfit|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|unfit|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|unfit|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|unfit|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|unfit|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|unfit|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|unfit|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|unfit|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|emaciated|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|emaciated|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|emaciated|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|emaciated|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|emaciated|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|emaciated|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|emaciated|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|emaciated|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|emaciated|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|emaciated|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|emaciated|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|emaciated|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|emaciated|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|emaciated|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|emaciated|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|emaciated|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|emaciated|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|emaciated|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|emaciated|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|emaciated|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|emaciated|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|emaciated|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|veryunderweight|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|veryunderweight|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|veryunderweight|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|veryunderweight|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|veryunderweight|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|veryunderweight|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|veryunderweight|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|veryunderweight|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|veryunderweight|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|veryunderweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|veryunderweight|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|veryunderweight|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|veryunderweight|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|veryunderweight|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|veryunderweight|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|veryunderweight|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|veryunderweight|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|veryunderweight|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|veryunderweight|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|veryunderweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|veryunderweight|0|0|10|4.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|underweight|1|0|0|1.0000|0.0250|0.0250|14.0000
klettern|underweight|2|0|0|2.0000|0.0300|0.0300|14.0000
klettern|underweight|3|0|0|2.0000|0.0350|0.0350|14.0000
klettern|underweight|4|0|0|2.0000|0.0800|0.0800|14.0000
klettern|underweight|5|0|0|3.0000|0.0800|0.0800|14.0000
klettern|underweight|6|0|0|3.0000|0.0900|0.0900|14.0000
klettern|underweight|7|0|0|3.0000|0.1050|0.1050|14.0000
klettern|underweight|8|0|0|4.0000|0.1150|0.1150|14.0000
klettern|underweight|9|0|0|4.0000|0.1250|0.1250|14.0000
klettern|underweight|10|0|0|4.0000|0.1400|0.1400|14.0000
klettern|underweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|underweight|0|1|0|1.0000|0.0250|0.0250|14.0000
klettern|underweight|0|2|0|2.0000|0.0300|0.0300|14.0000
klettern|underweight|0|3|0|2.0000|0.0350|0.0350|14.0000
klettern|underweight|0|4|0|2.0000|0.0800|0.0800|14.0000
klettern|underweight|0|5|0|3.0000|0.0800|0.0800|14.0000
klettern|underweight|0|6|0|3.0000|0.0900|0.0900|14.0000
klettern|underweight|0|7|0|3.0000|0.1050|0.1050|14.0000
klettern|underweight|0|8|0|4.0000|0.1150|0.1150|14.0000
klettern|underweight|0|9|0|4.0000|0.1250|0.1250|14.0000
klettern|underweight|0|10|0|4.0000|0.1400|0.1400|14.0000
klettern|underweight|0|0|0|0.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|1|1.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|2|2.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|3|2.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|4|2.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|5|3.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|6|3.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|7|3.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|8|4.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|9|4.0000|0.0200|0.0200|14.0000
klettern|underweight|0|0|10|4.0000|0.0200|0.0200|14.0000
